N ,L1,,Sicherung,mm^2,L2,,Sicherung,mm^2,L3,,Sicherung,mm^2
15,Res.,#VALUE!,16 AB ,"2,5",Not-Bel & FlurBel,#VALUE!,16 AB ,"2,5",Not-Bel & FlurBel,#VALUE!,16 AB ,"2,5"
15,Res.,-3F01,6AB,"1,5",BMZ,#VALUE!,16 AB ,"2,5",AE2,#VALUE!,16 AB ,"2,5"
15,Not-Bel & FlurBel,#VALUE!,16 AB ,"2,5",A-Box 1,#VALUE!,16 AB ,"2,5",Res 5,#VALUE!,16 AB ,"2,5"
15,BMZ,#VALUE!,16 AB ,"2,5","Res. , bei 2",#VALUE!,16 AB ,"2,5","Res. , bei 2",#VALUE!,16 AB ,"2,5"
15,AE3,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",AE2,#VALUE!,16 AB ,"2,5"
15,Res.,-4F01,16 AB ,"2,5",Buero,#VALUE!,16 AB ,"2,5",Buro Treppenhaus,#VALUE!,16 AB ,"2,5"
15,"Res. , bei 2",#VALUE!,16 AB ,"2,5",Buro AE1,#VALUE!,16 AB ,"2,5",AE2,#VALUE!,16 AB ,"2,5"
15,Buro Treppenhaus,#VALUE!,16 AB ,"2,5",Reserve in Decke,#VALUE!,16 AB ,"2,5",Klima Betriebsrat,#VALUE!,16 AB ,"2,5"
15,AE3,#VALUE!,16 AB ,"2,5",Drucker,0,16 AB ,"2,5",Drucker,0,16 AB ,"2,5"
15,Res. ,-5F01,16 AB ,"2,5",Res.,0,16 AB ,"2,5",Res.,0,16 AB ,"2,5"
15,2.fach werkschutz,#VALUE!,16 AB ,"2,5",Res.,0,16 AB ,"2,5",Res.,0,16 AB ,"2,5"
15,AE3,#VALUE!,16 AB ,"2,5",Res.,0,16 AB ,"2,5",Res.,0,16 AB ,"2,5"
15,Drucker,0,16 AB ,"2,5",Res. 102,0,16 AB ,"2,5",Res. 102,0,16 AB ,"2,5"
15,Res.,0,16 AB ,"2,5",Res. 103,0,16 AB ,"2,5",Res. 103,0,16 AB ,"2,5"
15,Res.,0,16 AB ,"2,5",Res. 104,#VALUE!,16 AB ,"2,5",Res. 104,#VALUE!,16 AB ,"2,5"
15,Res.,0,16 AB ,"2,5",Res. 105,#VALUE!,16 AB ,"2,5",Res. 105,#VALUE!,16 AB ,"2,5"
15,Res. 102,0,16 AB ,"2,5",Res. 106,#VALUE!,16 AB ,"2,5",Res. 106,#VALUE!,16 AB ,"2,5"
15,Res. 103,0,16 AB ,"2,5",Res. 107,#VALUE!,16 AB ,"2,5",Res. 107,#VALUE!,16 AB ,"2,5"
15,Res. 104,#VALUE!,16 AB ,"2,5",Res. 108,#VALUE!,16 AB ,"2,5",Res. 108,#VALUE!,16 AB ,"2,5"
15,Res. 105,#VALUE!,16 AB ,"2,5",Res. 109,#VALUE!,16 AB ,"2,5",Res. 109,#VALUE!,16 AB ,"2,5"
15,Res. 106,#VALUE!,16 AB ,"2,5",Res. 110,#VALUE!,16 AB ,"2,5",Res. 110,#VALUE!,16 AB ,"2,5"
15,Res. 107,#VALUE!,16 AB ,"2,5",Res. 111,#VALUE!,16 AB ,"2,5",Res. 111,#VALUE!,16 AB ,"2,5"
15,Res. 108,#VALUE!,16 AB ,"2,5",Res. 112,#VALUE!,16 AB ,"2,5",Res. 112,#VALUE!,16 AB ,"2,5"
15,Res. 109,#VALUE!,16 AB ,"2,5",Res. 113,#VALUE!,16 AB ,"2,5",Res. 113,#VALUE!,16 AB ,"2,5"
15,Res. 110,#VALUE!,16 AB ,"2,5",,,,,,,,
15,Res. 111,#VALUE!,16 AB ,"2,5",,,,,,,,
15,Res. 112,#VALUE!,16 AB ,"2,5",,,,,,,,
15,Res. 113,#VALUE!,16 AB ,"2,5",,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
16,Arbeitssteckdose 400 V Res.,#VALUE!,16AB,"2,5",Arbeitssteckdose 400 V Res.,#VALUE!,16AB,"2,5",Arbeitssteckdose 400 V Res.,#VALUE!,16AB,"2,5"
16,Arbeitssteckdose 400 V Res.,#VALUE!,16AB,"2,5",Arbeitssteckdose 400 V Res.,#VALUE!,16AB,"2,5",Arbeitssteckdose 400 V Res.,#VALUE!,16AB,"2,5"
16,Kalte,0,10AB ,"1,5",Druckluft,#VALUE!,10AB ,"1,5",Treppenaufg.,#VALUE!,10AB ,"1,5"
16,Lueftung,#VALUE!,10AB ,"1,5",WFW-Abschaltung,#VALUE!,10AB ,"1,5",Kalte,#VALUE!,10AB ,"1,5"
16,Drudel.,F12,16AB,"2,5",Lueftung,#VALUE!,16AB,"2,5",UZ 01,#VALUE!,16AB,"2,5"
16,Uz 02,#VALUE!,16AB,"2,5",,,,,BMZ,#VALUE!,16 B,"7,5"
16,Durschflussmessung KEYENCE,#VALUE!,16B,"7,5",,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
17,CEE 32A,0,63A,6,CEE 32A,0,63A,6,CEE 32A,0,63A,6
17,CEE 32A,0,63A,16,CEE 32A,0,63A,16,CEE 32A,0,63A,16
17,CEE,0,63A,6,CEE,0,63A,6,CEE,0,63A,6
17,Reserve,0,63A/63A,16,Reserve,0,63A/63A,16,Reserve,0,63A/63A,16
17,Taktschrank 9,0,63A/25A,6,Taktschrank 9,0,63A/25A,6,Taktschrank 9,0,63A/25A,6
17,CEE 32A,0,63A/35A,16,CEE 32A,0,63A/35A,16,CEE 32A,0,63A/35A,16
17,CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5"
17,CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5"
17,CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5"
17,CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5"
17,Werkbank,#VALUE!,16AB,"2,5",Werkbank,#VALUE!,16AB,"2,5",Werkbank,#VALUE!,16AB,"2,5"
17,CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5"
17,CEE 16A,-26023,16AB,"2,5",CEE 16A,-26023,16AB,"2,5",CEE 16A,-26023,16AB,"2,5"
17,CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5"
17,CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5"
17,CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5"
17,Werkbank,0,16AB,"2,5",Werkbank,0,16AB,"2,5",Werkbank,0,16AB,"2,5"
17,CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5",CEE 16A,0,16AB,"2,5"
17,CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5"
17,CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5",CEE 16A,#VALUE!,16AB,"2,5"
17,Klimaanlage,#VALUE!,16AB,"2,5",Klimaanlage,#VALUE!,16AB,"2,5",Klimaanlage,#VALUE!,16AB,"2,5"
17,Reserve Grossversuch 003,0,10AB ,"1,5",BMZ,#VALUE!,10AB ,"1,5",Notleuchten,#VALUE!,16AB,"2,5"
17,Res.,#VALUE!,16AB,"2,5",Putzsteckdose 003,#VALUE!,16AB,"2,5",Steckdose 16A 003,#VALUE!,16AB,"2,5"
17,Steckdose 16A 003,#VALUE!,16AB,"2,5",Steckdose 16A 003,#VALUE!,16AB,"2,5",Steckdose 16A 003,#VALUE!,16AB,"2,5"
17,Steckdose 16A 003,#VALUE!,16AB,"2,5",Steckdose 16A 003,#VALUE!,16AB,"2,5",Steckdose 16A 003,#VALUE!,16AB,"2,5"
17,Steckdose 16A 003,#VALUE!,16AB,"2,5",Steckdose 16A 003,#VALUE!,16AB,"2,5",Steckdose 16A 003,#VALUE!,16AB,"2,5"
17,Steckdose 16A 003,#VALUE!,16AB,"2,5",Steckdose 16A 003,#VALUE!,16AB,"2,5",Rufschelle Telefon,#VALUE!,16AB,"2,5"
17,beleuchtung,#VALUE!,16AB,"2,5",abwasserhebeanlage,#VALUE!,16AB,"2,5",Bel. frossversuch,#VALUE!,16AB,"2,5"
17,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
17,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
18,Klimaschrank 004,0,10AB ,"1,5",Klimagerat,#VALUE!,10AB ,"1,5",Notleuchten,#VALUE!,10AB ,"1,5"
18,Klimegerat Rechts,#VALUE!,10AB ,"1,5",AE08,#VALUE!,10AB ,"1,5",SE07,#VALUE!,16 AB ,"1,5"
18,AE28,#VALUE!,16 AB ,"2,5","Steckdose 16A 004 AE25,1",#VALUE!,16 AB ,"2,5",Steckdose 16A 004 SE29,#VALUE!,16 AB ,"2,5"
18,Steckdose 16A 004 SE29,#VALUE!,16 AB ,"2,5",Steckdose 16A 004 AE006,#VALUE!,16 AB ,"2,5",Steckdose 16A 004 AE037,#VALUE!,16 AB ,"2,5"
18,Steckdose 16A 004 SE11,#VALUE!,16 AB ,"2,5", Steckdose 16A 004 SE40,#VALUE!,16 AB ,"2,5"," Steckdose 16A 004 AE24,1",#VALUE!,16 AB ,"2,5"
18, Steckdose 16A 004 AE32,#VALUE!,16 AB ,"2,5",Steckdose 16A 004 AE32,#VALUE!,16 AB ,"2,5",Kaffe trocken steuerung,#VALUE!,16 AB ,"2,5"
18, Steckdose 16A 004 AE41,0,16 AB ,"2,5", Steckdose 16A 004 AE45,0,16 AB ,"2,5", Steckdose 16A 004 AE13,#VALUE!,16 AB ,"2,5"
18, Steckdose 16A 004 AE43,#VALUE!,16 AB ,"2,5", Steckdose 16A 004 AE43,#VALUE!,16 AB ,"2,5",Klima luft,-26023,16 AB ,"2,5"
18,25.2,#VALUE!,16 AB ,"2,5",24.2,#VALUE!,16 AB ,"2,5",Rufschelle Telefon,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/26,#VALUE!,16 AB ,"2,5",CEE 16A 02/26,#VALUE!,16 AB ,"2,5",CEE 16A 02/26,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/27,#VALUE!,16 AB ,"2,5",CEE 16A 02/27,#VALUE!,16 AB ,"2,5",CEE 16A 02/27,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/34,#VALUE!,16 AB ,"2,5",CEE 16A 02/34,#VALUE!,16 AB ,"2,5",CEE 16A 02/34,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/30,#VALUE!,16 AB ,"2,5",CEE 16A 02/30,#VALUE!,16 AB ,"2,5",CEE 16A 02/30,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/36,#VALUE!,16 AB ,"2,5",CEE 16A 02/36,#VALUE!,16 AB ,"2,5",CEE 16A 02/36,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/46,#VALUE!,16 AB ,"2,5",CEE 16A 02/46,#VALUE!,16 AB ,"2,5",CEE 16A 02/46,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/31,#VALUE!,16 AB ,"2,5",CEE 16A 02/31,#VALUE!,16 AB ,"2,5",CEE 16A 02/31,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/38,#VALUE!,16 AB ,"2,5",CEE 16A 02/38,#VALUE!,16 AB ,"2,5",CEE 16A 02/38,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/35,0,16 AB ,"2,5",CEE 16A 02/35,0,16 AB ,"2,5",CEE 16A 02/35,0,16 AB ,"2,5"
18,CEE 16A 02/43,0,16 AB ,"2,5",CEE 16A 02/43,0,16 AB ,"2,5",CEE 16A 02/43,0,16 AB ,"2,5"
18,CEE 16A 02/15,0,16 AB ,"2,5",CEE 16A 02/15,0,16 AB ,"2,5",CEE 16A 02/15,0,16 AB ,"2,5"
18,CEE 16A 02/14,0,16 AB ,"2,5",CEE 16A 02/14,0,16 AB ,"2,5",CEE 16A 02/14,0,16 AB ,"2,5"
18,CEE 16A 02/09,#VALUE!,16 AB ,"2,5",CEE 16A 02/09,#VALUE!,16 AB ,"2,5",CEE 16A 02/09,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/04,#VALUE!,16 AB ,"2,5",CEE 16A 02/04,#VALUE!,16 AB ,"2,5",CEE 16A 02/04,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/03,#VALUE!,16 AB ,"2,5",CEE 16A 02/03,#VALUE!,16 AB ,"2,5",CEE 16A 02/03,#VALUE!,16 AB ,"2,5"
18,CEE 16A 02/05,#VALUE!,16 AB ,"2,5",CEE 16A 02/05,#VALUE!,16 AB ,"2,5",CEE 16A 02/05,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/10,#VALUE!,16 AB ,"2,5", CEE 16A 02/10,#VALUE!,16 AB ,"2,5", CEE 16A 02/10,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/20,#VALUE!,16 AB ,"2,5", CEE 16A 02/20,#VALUE!,16 AB ,"2,5", CEE 16A 02/20,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/18,#VALUE!,16 AB ,"2,5", CEE 16A 02/18,#VALUE!,16 AB ,"2,5", CEE 16A 02/18,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/21,#VALUE!,16 AB ,"2,5", CEE 16A 02/21,#VALUE!,16 AB ,"2,5", CEE 16A 02/21,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/02,#VALUE!,16 AB ,"2,5", CEE 16A 02/02,#VALUE!,16 AB ,"2,5", CEE 16A 02/02,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/16,#VALUE!,16 AB ,"2,5", CEE 16A 02/16,#VALUE!,16 AB ,"2,5", CEE 16A 02/16,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/19,#VALUE!,16 AB ,"2,5", CEE 16A 02/19,#VALUE!,16 AB ,"2,5", CEE 16A 02/19,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/17,#VALUE!,16 AB ,"2,5", CEE 16A 02/17,#VALUE!,16 AB ,"2,5", CEE 16A 02/17,#VALUE!,16 AB ,"2,5"
18, CEE 16A 02/01,#VALUE!,16 AB ,"2,5", CEE 16A 02/01,#VALUE!,16 AB ,"2,5", CEE 16A 02/01,#VALUE!,16 AB ,"2,5"
18, Reserve,#VALUE!,16 AB ,"2,5", Reserve,#VALUE!,16 AB ,"2,5", Reserve,#VALUE!,16 AB ,"2,5"
18,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
18,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
18,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
18,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
18,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
18,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
18,Taktschrank 8,#NAME?,16 AB ,"2,5",Taktschrank 8,#NAME?,16 AB ,"2,5",Taktschrank 8,#NAME?,16 AB ,"2,5"
18,Taktschrank 1,#NAME?,16 AB ,"2,5",Taktschrank 1,#NAME?,16 AB ,"2,5",Taktschrank 1,#NAME?,16 AB ,"2,5"
18,Taktschrank 7,#NAME?,16 AB ,"2,5",Taktschrank 7,#NAME?,16 AB ,"2,5",Taktschrank 7,#NAME?,16 AB ,"2,5"
18,CEE32A 01/46,#NAME?,16 AB ,"2,5",CEE32A 01/46,#NAME?,16 AB ,"2,5",CEE32A 01/46,#NAME?,16 AB ,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
19,Dauerverusch 007,0,10AB ,"1,5",Notleuchten 007,#VALUE!,10AB ,"1,5",Steckdose 230/16A 007,#VALUE!,16 AB ,"2,5"
19,Steckdose 230/16A 007,#VALUE!,16 AB ,"2,5",Steckdose 230/16A 007,#VALUE!,16 AB ,"2,5",Steckdose 230/16A 007,#VALUE!,16 AB ,"2,5"
19,Steckdose 230/16A 007,#VALUE!,16 AB ,"2,5",Steckdose 230/16A 007,#VALUE!,16 AB ,"2,5",Steckdose 230/16A ,#VALUE!,16 AB ,"2,5"
19,Dauerversuch 1 Rufschellen+2,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
19,Klimagerat,0,16 AB ,"2,5",Reserve,0,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
19,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
19,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
19,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
19,CEE 16A,-26023,16 AB ,"2,5",CEE 16A,-26023,16 AB ,"2,5",CEE 16A,-26023,16 AB ,"2,5"
19,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
19,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
19,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
19,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
19,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
19,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
19,CEE 32A,0,63A/,6,CEE 32A,0,63A/,6,CEE 32A,0,63A/,6
19,CEE 32A,0,63A/,6,CEE 32A,0,63A/,6,CEE 32A,0,63A/,6
19,Steuerschrank 3,#VALUE!,63A/,6,Steuerschrank 3,#VALUE!,63A/,6,Steuerschrank 3,#VALUE!,63A/,6
19,Steuerscharnk 2 ,#VALUE!,63A/,6,Steuerscharnk 2 ,#VALUE!,63A/,6,Steuerscharnk 2 ,#VALUE!,63A/,6
19,Steuerschrank 4,#VALUE!,63A/,6,Steuerschrank 4,#VALUE!,63A/,6,Steuerschrank 4,#VALUE!,63A/,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
20,Dauerverusch006,0,10AB ,"1,5",Notleuchten 006,#VALUE!,10AB ,"1,5",Steckdose 230/16A 006,#VALUE!,16 AB ,"2,5"
20,Steckdose 230/16A 006,#VALUE!,16 AB ,"2,5",Steckdose 230/16A 006,#VALUE!,16 AB ,"2,5",Steckdose 230/16A 006,#VALUE!,16 AB ,"2,5"
20,Steckdose 230/16A 006,#VALUE!,16 AB ,"2,5",Steckdose 230/16A 006,#VALUE!,16 AB ,"2,5",Steckdose 230/16A 006,#VALUE!,16 AB ,"2,5"
20, Steckdose 230/16A 006 Dauerversuch v9.8,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
20,Klimagerat,0,16 AB ,"2,5",Reserve,0,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
20,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
20,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
20,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
20,CEE 16A,-26023,16 AB ,"2,5",CEE 16A,-26023,16 AB ,"2,5",CEE 16A,-26023,16 AB ,"2,5"
20,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
20,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
20,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
20,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
20,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
20,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
20,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
20,CEE 32A,0,63A/32A,6,CEE 32A,0,63A/32A,6,CEE 32A,0,63A/32A,6
20,Steuerschrank 6,#VALUE!,63A/25A,6,Steuerschrank 6,#VALUE!,63A/25A,6,Steuerschrank 6,#VALUE!,63A/25A,6
20,Steuerscharnk 5,#VALUE!,63A/25A,6,Steuerscharnk 5,#VALUE!,63A/25A,6,Steuerscharnk 5,#VALUE!,63A/25A,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
22,Schallraum 002,0,10AB ,"1,5",Schallraum Notleuchten,#VALUE!,10AB ,"1,5",Schallraum 002,#VALUE!,16 AB ,"2,5"
22,Schallraum 002,#VALUE!,16 AB ,"2,5",Schallraum 002,#VALUE!,16 AB ,"2,5",Schallraum 002,#VALUE!,16 AB ,"2,5"
22,Schallraum 002,#VALUE!,16 AB ,"2,5",Schallraum 002,#VALUE!,16 AB ,"2,5",Schallraum 002,#VALUE!,16 AB ,"2,5"
22,Schallraum 002,#VALUE!,16 AB ,"2,5",Schallraum 002,#VALUE!,16 AB ,"2,5",Schallraum 002,#VALUE!,16 AB ,"2,5"
22,A-Box Arbeitstisch,#VALUE!,16 AB ,"2,5",Reserve,0,16 AB ,"2,5",Reserve,0,16 AB ,"2,5"
22,Reserve,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
22,Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5",Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5",Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5"
22,Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5",Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5",Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5"
22,Schallraum 002 CEE 16A,-26023,16 AB ,"2,5",Schallraum 002 CEE 16A,-26023,16 AB ,"2,5",Schallraum 002 CEE 16A,-26023,16 AB ,"2,5"
22,Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5",Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5",Schallraum 002 CEE 16A,#VALUE!,16 AB ,"2,5"
22,Klimagerat,#VALUE!,16 AB ,"2,5",Klimagerat,#VALUE!,16 AB ,"2,5",Klimagerat,#VALUE!,16 AB ,"2,5"
22,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
22,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
22,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
22,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
22,CEE32A,0,32AC,"2,5",CEE32A,0,32AC,"2,5",CEE32A,0,32AC,"2,5"
22,CEE 32A,0,63A/,6,CEE 32A,0,63A/,6,CEE 32A,0,63A/,6
22,CEE32A,0,63A/,6,CEE32A,0,63A/,6,CEE32A,0,63A/,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
23,Meldung Unterspannung an DDC,-0F1-3,16A/6A,"1,5",Meldung Unterspannung ab DDC,-0F1-3,16A/6A,"1,5",Meldung Unterspannung ab DDC,-0F1-3,16A/6A,
23,Res.,#VALUE!,10AB ,"1,5",Drucjertisch wareneingang1,#VALUE!,16 AB ,"2,5",Zeitnahme,#VALUE!,16 AB ,
23,Res.,#VALUE!,10AB ,"1,5",Wareneingang 3,0,16 AB ,"2,5",QHH,#VALUE!,16 AB ,
23,Datenschrank Hub,#VALUE!,16 AB ,"2,5",WAreneingang Kontrolle,#VALUE!,16 AB ,"2,5",Wareneingang Kontrolle unter 007,#VALUE!,16 AB ,
23,Wareneingang2,0,16 AB ,"2,5",Schlense 1 + 2 und aussen,#VALUE!,16 AB ,"2,5",Res Klima,#VALUE!,16 AB ,
23,QHH Flur seite,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",DR 7.1,#VALUE!,16 AB ,
23,Schlense 1 + 2,#VALUE!,16 AB ,"2,5",Buro QMMA,0,16 AB ,"2,5",Buro QMM2,0,16 AB ,
23,Klima,#VALUE!,16 AB ,"2,5",3 fach Waschbecken,#VALUE!,16 AB ,"2,5",Brand anlage,#VALUE!,16 AB ,"1,5"
23,DO 7.2,0,16 AB ,"2,5",CC50,#VALUE!,16 AB ,"2,5",CC50,#VALUE!,16 AB ,"2,5"
23,3 fach Waschbecken,0,16 AB ,"2,5",CC50,#VALUE!,16 AB ,"2,5",CC50,#VALUE!,16 AB ,"2,5"
23,CC50,#VALUE!,16 AB ,"2,5",Durchlauferhitzer,#VALUE!,16 AB ,"2,5",Durchlauferhitzer,#VALUE!,16 AB ,"2,5"
23,Durchlauferhitzer,#VALUE!,16 AB ,"2,5",CEE,#VALUE!,16 AB ,"2,5",CEE,#VALUE!,16 AB ,"2,5"
